<?xml version="1.0" encoding="utf-8"?>
<ComparisonDefinition xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xmlns:xsd="http://www.w3.org/2001/XMLSchema">
  <Delimiter>,</Delimiter>
  <KeyColumns>
    <Column>COL A</Column>
  </KeyColumns>
  <HeaderRowIndex>0</HeaderRowIndex>
  <ToleranceValue>0.1</ToleranceValue>
  <IgnoreInvalidRows>false</IgnoreInvalidRows>
  <ToleranceType>Relative</ToleranceType>
</ComparisonDefinition>
Reference: C:\temp\ReferenceTest.csv
Target: C:\temp\CandidateTest.csv
Comparison took 679ms
Break Type,Key,Reference Row, Reference Value, Candidate Row, Candidate Value
ValueMismatch,30000,30001,E,29999,F
ValueMismatch,30000,30001,1.5,29999,10.5
ValueMismatch,30100,30101,B,30099,C
ValueMismatch,30100,30101,G,30099,F
ValueMismatch,30100,30101,10.5,30099,32.1
ValueMismatch,30200,30201,C,30199,B
ValueMismatch,30200,30201,F,30199,G
ValueMismatch,30200,30201,10.5,30199,32.1
ValueMismatch,30300,30301,C,30299,B
ValueMismatch,30300,30301,G,30299,E
ValueMismatch,30300,30301,10.5,30299,32.1
ValueMismatch,30400,30401,A,30399,C
ValueMismatch,30500,30501,32.1,30499,1.5
ValueMismatch,30600,30601,C,30599,A
ValueMismatch,30600,30601,F,30599,G
ValueMismatch,30700,30701,C,30699,A
ValueMismatch,30700,30701,E,30699,F
ValueMismatch,30700,30701,10.5,30699,32.1
ValueMismatch,30800,30801,F,30799,G
ValueMismatch,30800,30801,32.1,30799,1.5
ValueMismatch,30900,30901,B,30899,A
ValueMismatch,30900,30901,E,30899,G
ValueMismatch,31000,31001,C,30999,A
ValueMismatch,31000,31001,G,30999,F
ValueMismatch,31000,31001,10.5,30999,1.5
ValueMismatch,31100,31101,B,31099,C
ValueMismatch,31100,31101,E,31099,F
ValueMismatch,31100,31101,32.1,31099,1.5
ValueMismatch,31200,31201,B,31199,C
ValueMismatch,31200,31201,F,31199,G
ValueMismatch,31200,31201,32.1,31199,10.5
ValueMismatch,31300,31301,B,31299,C
ValueMismatch,31300,31301,10.5,31299,32.1
ValueMismatch,31400,31401,C,31399,A
ValueMismatch,31400,31401,E,31399,G
ValueMismatch,31400,31401,1.5,31399,32.1
ValueMismatch,31500,31501,E,31499,F
ValueMismatch,31600,31601,C,31599,A
ValueMismatch,31600,31601,1.5,31599,32.1
ValueMismatch,31700,31701,C,31699,B
ValueMismatch,31700,31701,1.5,31699,10.5
ValueMismatch,31800,31801,32.1,31799,1.5
ValueMismatch,31900,31901,C,31899,A
ValueMismatch,31900,31901,10.5,31899,32.1
ValueMismatch,32000,32001,C,31999,B
ValueMismatch,32000,32001,G,31999,F
ValueMismatch,32000,32001,1.5,31999,10.5
ValueMismatch,32100,32101,C,32099,B
ValueMismatch,32100,32101,32.1,32099,10.5
ValueMismatch,32200,32201,B,32199,A
ValueMismatch,32200,32201,10.5,32199,32.1
ValueMismatch,32300,32301,C,32299,B
ValueMismatch,32300,32301,1.5,32299,32.1
ValueMismatch,32400,32401,C,32399,A
ValueMismatch,32400,32401,G,32399,E
ValueMismatch,32500,32501,1.5,32499,32.1
ValueMismatch,32600,32601,1.5,32599,32.1
ValueMismatch,32700,32701,A,32699,B
ValueMismatch,32700,32701,E,32699,F
ValueMismatch,32700,32701,1.5,32699,10.5
ValueMismatch,32800,32801,B,32799,A
ValueMismatch,32800,32801,32.1,32799,10.5
ValueMismatch,32900,32901,E,32899,G
ValueMismatch,32900,32901,32.1,32899,1.5
ValueMismatch,33000,33001,1.5,32999,32.1
ValueMismatch,33100,33101,F,33099,G
ValueMismatch,33100,33101,10.5,33099,32.1
ValueMismatch,33200,33201,G,33199,F
ValueMismatch,33300,33301,E,33299,G
ValueMismatch,33400,33401,C,33399,B
ValueMismatch,33400,33401,E,33399,G
ValueMismatch,33400,33401,10.5,33399,1.5
ValueMismatch,33500,33501,A,33499,B
ValueMismatch,33500,33501,E,33499,G
ValueMismatch,33600,33601,G,33599,E
ValueMismatch,33600,33601,1.5,33599,32.1
ValueMismatch,33700,33701,G,33699,E
ValueMismatch,33700,33701,32.1,33699,1.5
ValueMismatch,33800,33801,10.5,33799,32.1
ValueMismatch,33900,33901,B,33899,C
ValueMismatch,33900,33901,E,33899,G
ValueMismatch,33900,33901,32.1,33899,1.5
ValueMismatch,34000,34001,C,33999,A
ValueMismatch,34000,34001,F,33999,E
ValueMismatch,34100,34101,B,34099,C
ValueMismatch,34200,34201,1.5,34199,10.5
ValueMismatch,34300,34301,F,34299,E
ValueMismatch,34300,34301,1.5,34299,32.1
ValueMismatch,34400,34401,1.5,34399,10.5
ValueMismatch,34500,34501,F,34499,E
ValueMismatch,34600,34601,A,34599,C
ValueMismatch,34700,34701,G,34699,E
ValueMismatch,34800,34801,C,34799,A
ValueMismatch,34800,34801,32.1,34799,1.5
ValueMismatch,34900,34901,B,34899,A
ValueMismatch,34900,34901,G,34899,E
ValueMismatch,35000,35001,B,34999,C
ValueMismatch,35000,35001,F,34999,G
ValueMismatch,35000,35001,10.5,34999,32.1
ValueMismatch,35100,35101,C,35099,B
ValueMismatch,35100,35101,F,35099,E
ValueMismatch,35100,35101,32.1,35099,10.5
ValueMismatch,35200,35201,B,35199,A
ValueMismatch,35200,35201,E,35199,G
ValueMismatch,35200,35201,1.5,35199,10.5
ValueMismatch,35300,35301,A,35299,C
ValueMismatch,35300,35301,F,35299,G
ValueMismatch,35300,35301,1.5,35299,32.1
ValueMismatch,35400,35401,B,35399,A
ValueMismatch,35400,35401,G,35399,F
ValueMismatch,35400,35401,10.5,35399,1.5
ValueMismatch,35500,35501,B,35499,A
ValueMismatch,35500,35501,E,35499,G
ValueMismatch,35600,35601,E,35599,F
ValueMismatch,35600,35601,32.1,35599,10.5
ValueMismatch,35700,35701,C,35699,B
ValueMismatch,35700,35701,E,35699,F
ValueMismatch,35700,35701,1.5,35699,32.1
ValueMismatch,35800,35801,G,35799,E
ValueMismatch,35800,35801,32.1,35799,10.5
ValueMismatch,35900,35901,A,35899,B
ValueMismatch,35900,35901,32.1,35899,10.5
ValueMismatch,36000,36001,C,35999,A
ValueMismatch,36000,36001,E,35999,F
ValueMismatch,36000,36001,10.5,35999,32.1
ValueMismatch,36100,36101,A,36099,C
ValueMismatch,36100,36101,G,36099,F
ValueMismatch,36100,36101,10.5,36099,32.1
ValueMismatch,36200,36201,A,36199,C
ValueMismatch,36200,36201,E,36199,F
ValueMismatch,36200,36201,32.1,36199,10.5
ValueMismatch,36300,36301,C,36299,A
ValueMismatch,36300,36301,10.5,36299,32.1
ValueMismatch,36400,36401,G,36399,E
ValueMismatch,36400,36401,32.1,36399,1.5
ValueMismatch,36500,36501,B,36499,C
ValueMismatch,36500,36501,G,36499,F
ValueMismatch,36600,36601,B,36599,C
ValueMismatch,36600,36601,G,36599,E
ValueMismatch,36600,36601,1.5,36599,10.5
ValueMismatch,36700,36701,C,36699,B
ValueMismatch,36700,36701,E,36699,F
ValueMismatch,36800,36801,C,36799,A
ValueMismatch,36800,36801,10.5,36799,32.1
ValueMismatch,36900,36901,F,36899,E
ValueMismatch,36900,36901,32.1,36899,1.5
ValueMismatch,37000,37001,C,36999,B
ValueMismatch,37000,37001,F,36999,G
ValueMismatch,37000,37001,32.1,36999,10.5
ValueMismatch,37100,37101,1.5,37099,10.5
ValueMismatch,37200,37201,G,37199,F
ValueMismatch,37200,37201,1.5,37199,10.5
ValueMismatch,37300,37301,A,37299,C
ValueMismatch,37400,37401,A,37399,B
ValueMismatch,37500,37501,B,37499,C
ValueMismatch,37500,37501,E,37499,G
ValueMismatch,37700,37701,C,37699,A
ValueMismatch,37700,37701,1.5,37699,32.1
ValueMismatch,37800,37801,A,37799,B
ValueMismatch,37800,37801,F,37799,G
ValueMismatch,37800,37801,1.5,37799,32.1
ValueMismatch,37900,37901,G,37899,E
ValueMismatch,37900,37901,1.5,37899,32.1
ValueMismatch,38000,38001,10.5,37999,1.5
ValueMismatch,38100,38101,B,38099,C
ValueMismatch,38100,38101,G,38099,F
ValueMismatch,38100,38101,10.5,38099,32.1
ValueMismatch,38200,38201,G,38199,E
ValueMismatch,38200,38201,10.5,38199,1.5
ValueMismatch,38300,38301,F,38299,E
ValueMismatch,38300,38301,10.5,38299,32.1
ValueMismatch,38400,38401,C,38399,B
ValueMismatch,38400,38401,G,38399,E
ValueMismatch,38500,38501,C,38499,A
ValueMismatch,38600,38601,32.1,38599,1.5
ValueMismatch,38700,38701,B,38699,A
ValueMismatch,38700,38701,E,38699,F
ValueMismatch,38800,38801,A,38799,B
ValueMismatch,38800,38801,1.5,38799,32.1
ValueMismatch,38900,38901,G,38899,F
ValueMismatch,38900,38901,32.1,38899,1.5
ValueMismatch,39000,39001,A,38999,B
ValueMismatch,39000,39001,E,38999,G
ValueMismatch,39100,39101,G,39099,E
ValueMismatch,39100,39101,32.1,39099,10.5
ValueMismatch,39200,39201,C,39199,B
ValueMismatch,39200,39201,F,39199,E
ValueMismatch,39200,39201,32.1,39199,1.5
ValueMismatch,39300,39301,A,39299,B
ValueMismatch,39300,39301,E,39299,F
ValueMismatch,39400,39401,C,39399,A
ValueMismatch,39400,39401,E,39399,G
ValueMismatch,39400,39401,1.5,39399,32.1
ValueMismatch,39500,39501,A,39499,C
ValueMismatch,39500,39501,1.5,39499,32.1
ValueMismatch,39600,39601,B,39599,A
ValueMismatch,39600,39601,10.5,39599,32.1
ValueMismatch,39700,39701,G,39699,E
ValueMismatch,39700,39701,1.5,39699,32.1
ValueMismatch,39800,39801,A,39799,B
ValueMismatch,39800,39801,F,39799,E
ValueMismatch,39800,39801,10.5,39799,32.1
ValueMismatch,39900,39901,A,39899,C
ValueMismatch,40000,40001,B,39999,A
ValueMismatch,40000,40001,E,39999,G
ValueMismatch,40000,40001,10.5,39999,32.1
ValueMismatch,40100,40101,B,40099,C
ValueMismatch,40100,40101,E,40099,F
ValueMismatch,40100,40101,32.1,40099,1.5
ValueMismatch,40200,40201,B,40199,C
ValueMismatch,40200,40201,1.5,40199,32.1
ValueMismatch,40300,40301,E,40299,F
ValueMismatch,40300,40301,1.5,40299,32.1
ValueMismatch,40400,40401,A,40399,C
ValueMismatch,40400,40401,E,40399,G
ValueMismatch,40400,40401,1.5,40399,10.5
ValueMismatch,40500,40501,E,40499,F
ValueMismatch,40600,40601,1.5,40599,32.1
ValueMismatch,40700,40701,B,40699,C
ValueMismatch,40800,40801,B,40799,C
ValueMismatch,40800,40801,1.5,40799,10.5
ValueMismatch,40900,40901,B,40899,A
ValueMismatch,40900,40901,G,40899,F
ValueMismatch,40900,40901,1.5,40899,10.5
ValueMismatch,41000,41001,B,40999,C
ValueMismatch,41000,41001,E,40999,G
ValueMismatch,41100,41101,C,41099,B
ValueMismatch,41100,41101,F,41099,E
ValueMismatch,41200,41201,B,41199,A
ValueMismatch,41200,41201,F,41199,E
ValueMismatch,41200,41201,32.1,41199,10.5
ValueMismatch,41300,41301,G,41299,E
ValueMismatch,41400,41401,F,41399,E
ValueMismatch,41400,41401,1.5,41399,32.1
ValueMismatch,41500,41501,B,41499,C
ValueMismatch,41500,41501,F,41499,G
ValueMismatch,41600,41601,C,41599,B
ValueMismatch,41600,41601,F,41599,G
ValueMismatch,41600,41601,1.5,41599,10.5
ValueMismatch,41800,41801,B,41799,C
ValueMismatch,41800,41801,G,41799,E
ValueMismatch,41800,41801,1.5,41799,32.1
ValueMismatch,41900,41901,A,41899,B
ValueMismatch,41900,41901,1.5,41899,32.1
ValueMismatch,42000,42001,10.5,41999,1.5
ValueMismatch,42100,42101,A,42099,C
ValueMismatch,42100,42101,G,42099,E
ValueMismatch,42200,42201,A,42199,B
ValueMismatch,42200,42201,F,42199,G
ValueMismatch,42200,42201,1.5,42199,10.5
ValueMismatch,42300,42301,A,42299,C
ValueMismatch,42300,42301,1.5,42299,32.1
ValueMismatch,42400,42401,C,42399,B
ValueMismatch,42400,42401,10.5,42399,1.5
ValueMismatch,42500,42501,C,42499,B
ValueMismatch,42500,42501,E,42499,F
ValueMismatch,42500,42501,1.5,42499,32.1
ValueMismatch,42600,42601,C,42599,A
ValueMismatch,42600,42601,1.5,42599,10.5
ValueMismatch,42700,42701,B,42699,C
ValueMismatch,42800,42801,A,42799,B
ValueMismatch,42800,42801,E,42799,G
ValueMismatch,42800,42801,32.1,42799,1.5
ValueMismatch,42900,42901,A,42899,B
ValueMismatch,43000,43001,B,42999,C
ValueMismatch,43000,43001,G,42999,F
ValueMismatch,43000,43001,10.5,42999,1.5
ValueMismatch,43100,43101,B,43099,A
ValueMismatch,43100,43101,F,43099,E
ValueMismatch,43200,43201,B,43199,C
ValueMismatch,43200,43201,F,43199,G
ValueMismatch,43300,43301,1.5,43299,10.5
ValueMismatch,43400,43401,E,43399,F
ValueMismatch,43400,43401,10.5,43399,1.5
ValueMismatch,43500,43501,B,43499,A
ValueMismatch,43600,43601,B,43599,A
ValueMismatch,43600,43601,G,43599,F
ValueMismatch,43700,43701,B,43699,A
ValueMismatch,43800,43801,C,43799,A
ValueMismatch,43800,43801,E,43799,G
ValueMismatch,43900,43901,32.1,43899,1.5
ValueMismatch,44000,44001,C,43999,B
ValueMismatch,44000,44001,G,43999,F
ValueMismatch,44000,44001,32.1,43999,10.5
ValueMismatch,44100,44101,C,44099,B
ValueMismatch,44100,44101,G,44099,E
ValueMismatch,44100,44101,10.5,44099,1.5
ValueMismatch,44200,44201,C,44199,B
ValueMismatch,44200,44201,F,44199,E
ValueMismatch,44300,44301,32.1,44299,10.5
ValueMismatch,44400,44401,B,44399,A
ValueMismatch,44400,44401,G,44399,E
ValueMismatch,44500,44501,C,44499,B
ValueMismatch,44500,44501,E,44499,F
ValueMismatch,44600,44601,B,44599,C
ValueMismatch,44600,44601,G,44599,F
ValueMismatch,44700,44701,E,44699,F
ValueMismatch,44900,44901,C,44899,B
ValueMismatch,44900,44901,E,44899,F
ValueMismatch,44900,44901,1.5,44899,32.1
ValueMismatch,45000,45001,10.5,44999,1.5
ValueMismatch,45100,45101,C,45099,B
ValueMismatch,45100,45101,G,45099,E
ValueMismatch,45100,45101,10.5,45099,1.5
ValueMismatch,45200,45201,C,45199,A
ValueMismatch,45300,45301,10.5,45299,1.5
ValueMismatch,45400,45401,C,45399,B
ValueMismatch,45500,45501,C,45499,A
ValueMismatch,45500,45501,G,45499,E
ValueMismatch,45500,45501,10.5,45499,32.1
ValueMismatch,45600,45601,C,45599,A
ValueMismatch,45600,45601,F,45599,G
ValueMismatch,45600,45601,32.1,45599,1.5
ValueMismatch,45700,45701,A,45699,C
ValueMismatch,45700,45701,F,45699,G
ValueMismatch,45700,45701,32.1,45699,1.5
ValueMismatch,45800,45801,A,45799,C
ValueMismatch,45800,45801,E,45799,F
ValueMismatch,45900,45901,G,45899,F
ValueMismatch,45900,45901,1.5,45899,32.1
ValueMismatch,46000,46001,B,45999,C
ValueMismatch,46000,46001,E,45999,F
ValueMismatch,46000,46001,10.5,45999,32.1
ValueMismatch,46100,46101,B,46099,A
ValueMismatch,46100,46101,G,46099,E
ValueMismatch,46100,46101,1.5,46099,10.5
ValueMismatch,46200,46201,C,46199,B
ValueMismatch,46200,46201,E,46199,F
ValueMismatch,46200,46201,1.5,46199,32.1
ValueMismatch,46300,46301,A,46299,B
ValueMismatch,46400,46401,B,46399,A
ValueMismatch,46400,46401,F,46399,G
ValueMismatch,46400,46401,1.5,46399,10.5
ValueMismatch,46500,46501,C,46499,B
ValueMismatch,46500,46501,F,46499,E
ValueMismatch,46500,46501,1.5,46499,32.1
ValueMismatch,46700,46701,C,46699,B
ValueMismatch,46700,46701,G,46699,F
ValueMismatch,46700,46701,10.5,46699,1.5
ValueMismatch,46800,46801,B,46799,C
ValueMismatch,46800,46801,G,46799,E
ValueMismatch,47000,47001,C,46999,A
ValueMismatch,47000,47001,G,46999,E
ValueMismatch,47000,47001,1.5,46999,32.1
ValueMismatch,47100,47101,C,47099,B
ValueMismatch,47100,47101,10.5,47099,32.1
ValueMismatch,47200,47201,10.5,47199,32.1
ValueMismatch,47300,47301,E,47299,F
ValueMismatch,47300,47301,1.5,47299,32.1
ValueMismatch,47400,47401,C,47399,A
ValueMismatch,47400,47401,32.1,47399,1.5
ValueMismatch,47500,47501,A,47499,B
ValueMismatch,47500,47501,G,47499,E
ValueMismatch,47500,47501,1.5,47499,32.1
ValueMismatch,47600,47601,A,47599,C
ValueMismatch,47600,47601,E,47599,F
ValueMismatch,47600,47601,10.5,47599,1.5
ValueMismatch,47700,47701,B,47699,A
ValueMismatch,47700,47701,E,47699,F
ValueMismatch,47800,47801,C,47799,A
ValueMismatch,47800,47801,1.5,47799,32.1
ValueMismatch,47900,47901,C,47899,A
ValueMismatch,47900,47901,F,47899,G
ValueMismatch,48000,48001,B,47999,C
ValueMismatch,48000,48001,G,47999,F
ValueMismatch,48100,48101,C,48099,B
ValueMismatch,48200,48201,C,48199,B
ValueMismatch,48200,48201,F,48199,G
ValueMismatch,48200,48201,32.1,48199,1.5
ValueMismatch,48300,48301,B,48299,C
ValueMismatch,48300,48301,E,48299,F
ValueMismatch,48300,48301,1.5,48299,10.5
ValueMismatch,48400,48401,C,48399,A
ValueMismatch,48400,48401,F,48399,E
ValueMismatch,48400,48401,10.5,48399,1.5
ValueMismatch,48500,48501,B,48499,C
ValueMismatch,48500,48501,10.5,48499,1.5
ValueMismatch,48600,48601,C,48599,B
ValueMismatch,48600,48601,F,48599,E
ValueMismatch,48700,48701,G,48699,F
ValueMismatch,48800,48801,B,48799,C
ValueMismatch,48800,48801,10.5,48799,32.1
ValueMismatch,48900,48901,A,48899,C
ValueMismatch,48900,48901,10.5,48899,32.1
ValueMismatch,49000,49001,A,48999,B
ValueMismatch,49000,49001,10.5,48999,32.1
ValueMismatch,49100,49101,A,49099,B
ValueMismatch,49100,49101,E,49099,F
ValueMismatch,49100,49101,32.1,49099,1.5
ValueMismatch,49200,49201,A,49199,B
ValueMismatch,49200,49201,E,49199,G
ValueMismatch,49200,49201,32.1,49199,10.5
ValueMismatch,49300,49301,C,49299,B
ValueMismatch,49300,49301,G,49299,E
ValueMismatch,49300,49301,1.5,49299,10.5
ValueMismatch,49400,49401,C,49399,A
ValueMismatch,49400,49401,G,49399,E
ValueMismatch,49400,49401,1.5,49399,32.1
ValueMismatch,49500,49501,B,49499,C
ValueMismatch,49500,49501,1.5,49499,32.1
ValueMismatch,49600,49601,E,49599,F
ValueMismatch,49600,49601,10.5,49599,32.1
ValueMismatch,49700,49701,C,49699,A
ValueMismatch,49700,49701,32.1,49699,10.5
ValueMismatch,49800,49801,C,49799,B
ValueMismatch,49800,49801,F,49799,G
ValueMismatch,49800,49801,1.5,49799,10.5
ValueMismatch,49900,49901,A,49899,C
ValueMismatch,49900,49901,10.5,49899,32.1
ValueMismatch,50000,50001,F,49999,G
ValueMismatch,50100,50101,F,50099,E
ValueMismatch,50200,50201,C,50199,A
ValueMismatch,50200,50201,F,50199,E
ValueMismatch,50200,50201,1.5,50199,32.1
ValueMismatch,50300,50301,B,50299,A
ValueMismatch,50300,50301,32.1,50299,10.5
ValueMismatch,50400,50401,A,50399,B
ValueMismatch,50400,50401,E,50399,G
ValueMismatch,50400,50401,32.1,50399,1.5
ValueMismatch,50500,50501,E,50499,F
ValueMismatch,50500,50501,32.1,50499,10.5
ValueMismatch,50600,50601,C,50599,B
ValueMismatch,50600,50601,G,50599,E
ValueMismatch,50700,50701,C,50699,B
ValueMismatch,50800,50801,C,50799,A
ValueMismatch,50800,50801,32.1,50799,1.5
ValueMismatch,50900,50901,A,50899,C
ValueMismatch,50900,50901,32.1,50899,1.5
ValueMismatch,51000,51001,C,50999,B
ValueMismatch,51000,51001,G,50999,F
ValueMismatch,51000,51001,32.1,50999,1.5
ValueMismatch,51100,51101,A,51099,B
ValueMismatch,51200,51201,B,51199,C
ValueMismatch,51300,51301,E,51299,F
ValueMismatch,51400,51401,E,51399,G
ValueMismatch,51500,51501,A,51499,B
ValueMismatch,51500,51501,G,51499,E
ValueMismatch,51600,51601,10.5,51599,1.5
ValueMismatch,51700,51701,G,51699,F
ValueMismatch,51800,51801,G,51799,E
ValueMismatch,51800,51801,32.1,51799,10.5
ValueMismatch,51900,51901,C,51899,B
ValueMismatch,51900,51901,G,51899,E
ValueMismatch,51900,51901,32.1,51899,10.5
ValueMismatch,52000,52001,C,51999,A
ValueMismatch,52000,52001,G,51999,F
ValueMismatch,52100,52101,C,52099,B
ValueMismatch,52100,52101,F,52099,G
ValueMismatch,52100,52101,1.5,52099,10.5
ValueMismatch,52200,52201,G,52199,F
ValueMismatch,52200,52201,10.5,52199,1.5
ValueMismatch,52300,52301,B,52299,C
ValueMismatch,52300,52301,F,52299,E
ValueMismatch,52300,52301,1.5,52299,10.5
ValueMismatch,52400,52401,A,52399,C
ValueMismatch,52400,52401,F,52399,G
ValueMismatch,52400,52401,1.5,52399,32.1
ValueMismatch,52500,52501,A,52499,C
ValueMismatch,52500,52501,F,52499,G
ValueMismatch,52500,52501,10.5,52499,32.1
ValueMismatch,52600,52601,10.5,52599,1.5
ValueMismatch,52700,52701,B,52699,A
ValueMismatch,52700,52701,G,52699,F
ValueMismatch,52700,52701,32.1,52699,10.5
ValueMismatch,52800,52801,B,52799,A
ValueMismatch,52800,52801,F,52799,E
ValueMismatch,52800,52801,32.1,52799,10.5
ValueMismatch,52900,52901,C,52899,A
ValueMismatch,52900,52901,E,52899,F
ValueMismatch,53000,53001,A,52999,B
ValueMismatch,53000,53001,1.5,52999,10.5
ValueMismatch,53100,53101,C,53099,B
ValueMismatch,53100,53101,E,53099,F
ValueMismatch,53100,53101,32.1,53099,10.5
ValueMismatch,53200,53201,32.1,53199,1.5
ValueMismatch,53300,53301,G,53299,F
ValueMismatch,53400,53401,C,53399,B
ValueMismatch,53400,53401,32.1,53399,10.5
ValueMismatch,53500,53501,C,53499,A
ValueMismatch,53500,53501,G,53499,F
ValueMismatch,53600,53601,G,53599,F
ValueMismatch,53700,53701,A,53699,C
ValueMismatch,53700,53701,1.5,53699,32.1
ValueMismatch,53800,53801,C,53799,A
ValueMismatch,53800,53801,32.1,53799,1.5
ValueMismatch,53900,53901,B,53899,A
ValueMismatch,53900,53901,G,53899,F
ValueMismatch,53900,53901,1.5,53899,10.5
ValueMismatch,54000,54001,A,53999,B
ValueMismatch,54000,54001,E,53999,G
ValueMismatch,54000,54001,32.1,53999,10.5
ValueMismatch,54100,54101,A,54099,C
ValueMismatch,54200,54201,G,54199,E
ValueMismatch,54200,54201,32.1,54199,1.5
ValueMismatch,54300,54301,E,54299,G
ValueMismatch,54300,54301,1.5,54299,32.1
ValueMismatch,54400,54401,B,54399,C
ValueMismatch,54400,54401,32.1,54399,10.5
ValueMismatch,54500,54501,C,54499,B
ValueMismatch,54500,54501,10.5,54499,32.1
ValueMismatch,54600,54601,C,54599,B
ValueMismatch,54600,54601,F,54599,G
ValueMismatch,54600,54601,10.5,54599,1.5
ValueMismatch,54700,54701,A,54699,B
ValueMismatch,54700,54701,G,54699,E
ValueMismatch,54700,54701,1.5,54699,32.1
ValueMismatch,54800,54801,A,54799,B
ValueMismatch,54800,54801,E,54799,G
ValueMismatch,54900,54901,1.5,54899,32.1
ValueMismatch,55000,55001,1.5,54999,10.5
ValueMismatch,55100,55101,A,55099,B
ValueMismatch,55100,55101,E,55099,F
ValueMismatch,55100,55101,32.1,55099,1.5
ValueMismatch,55200,55201,F,55199,G
ValueMismatch,55200,55201,10.5,55199,1.5
ValueMismatch,55300,55301,C,55299,B
ValueMismatch,55300,55301,G,55299,F
ValueMismatch,55300,55301,1.5,55299,10.5
ValueMismatch,55400,55401,F,55399,E
ValueMismatch,55400,55401,1.5,55399,32.1
ValueMismatch,55500,55501,B,55499,C
ValueMismatch,55500,55501,E,55499,G
ValueMismatch,55600,55601,B,55599,A
ValueMismatch,55600,55601,G,55599,F
ValueMismatch,55700,55701,A,55699,B
ValueMismatch,55700,55701,E,55699,G
ValueMismatch,55700,55701,1.5,55699,10.5
ValueMismatch,55800,55801,C,55799,A
ValueMismatch,55800,55801,G,55799,E
ValueMismatch,55900,55901,B,55899,A
ValueMismatch,55900,55901,1.5,55899,32.1
ValueMismatch,56000,56001,C,55999,B
ValueMismatch,56000,56001,E,55999,F
ValueMismatch,56000,56001,32.1,55999,1.5
ValueMismatch,56100,56101,A,56099,B
ValueMismatch,56100,56101,G,56099,F
ValueMismatch,56100,56101,10.5,56099,1.5
ValueMismatch,56200,56201,F,56199,E
ValueMismatch,56300,56301,G,56299,E
ValueMismatch,56300,56301,10.5,56299,32.1
ValueMismatch,56400,56401,C,56399,B
ValueMismatch,56400,56401,G,56399,F
ValueMismatch,56400,56401,10.5,56399,32.1
ValueMismatch,56500,56501,G,56499,F
ValueMismatch,56500,56501,32.1,56499,10.5
ValueMismatch,56600,56601,C,56599,A
ValueMismatch,56600,56601,G,56599,E
ValueMismatch,56600,56601,10.5,56599,1.5
ValueMismatch,56700,56701,A,56699,B
ValueMismatch,56700,56701,F,56699,G
ValueMismatch,56800,56801,C,56799,B
ValueMismatch,56800,56801,E,56799,G
ValueMismatch,56800,56801,32.1,56799,1.5
ValueMismatch,56900,56901,C,56899,A
ValueMismatch,56900,56901,G,56899,F
ValueMismatch,56900,56901,32.1,56899,10.5
ValueMismatch,57000,57001,G,56999,E
ValueMismatch,57000,57001,1.5,56999,32.1
ValueMismatch,57100,57101,B,57099,A
ValueMismatch,57100,57101,F,57099,E
ValueMismatch,57200,57201,B,57199,C
ValueMismatch,57200,57201,G,57199,F
ValueMismatch,57200,57201,10.5,57199,1.5
ValueMismatch,57300,57301,A,57299,B
ValueMismatch,57300,57301,G,57299,E
ValueMismatch,57400,57401,F,57399,E
ValueMismatch,57400,57401,1.5,57399,10.5
ValueMismatch,57500,57501,B,57499,A
ValueMismatch,57500,57501,F,57499,G
ValueMismatch,57600,57601,10.5,57599,1.5
ValueMismatch,57700,57701,A,57699,C
ValueMismatch,57800,57801,A,57799,C
ValueMismatch,57800,57801,G,57799,E
ValueMismatch,57800,57801,10.5,57799,32.1
ValueMismatch,57900,57901,1.5,57899,10.5
ValueMismatch,58000,58001,A,57999,C
ValueMismatch,58000,58001,G,57999,E
ValueMismatch,58000,58001,32.1,57999,10.5
ValueMismatch,58100,58101,B,58099,C
ValueMismatch,58100,58101,E,58099,F
ValueMismatch,58100,58101,32.1,58099,1.5
ValueMismatch,58200,58201,C,58199,B
ValueMismatch,58200,58201,E,58199,G
ValueMismatch,58200,58201,1.5,58199,10.5
ValueMismatch,58300,58301,G,58299,E
ValueMismatch,58300,58301,1.5,58299,10.5
ValueMismatch,58400,58401,A,58399,B
ValueMismatch,58400,58401,E,58399,G
ValueMismatch,58400,58401,10.5,58399,32.1
ValueMismatch,58500,58501,B,58499,C
ValueMismatch,58500,58501,F,58499,E
ValueMismatch,58500,58501,1.5,58499,32.1
ValueMismatch,58600,58601,A,58599,B
ValueMismatch,58600,58601,F,58599,E
ValueMismatch,58600,58601,32.1,58599,1.5
ValueMismatch,58700,58701,G,58699,E
ValueMismatch,58700,58701,32.1,58699,1.5
ValueMismatch,58800,58801,G,58799,F
ValueMismatch,58800,58801,32.1,58799,1.5
ValueMismatch,58900,58901,A,58899,B
ValueMismatch,58900,58901,F,58899,G
ValueMismatch,58900,58901,32.1,58899,10.5
ValueMismatch,59100,59101,A,59099,B
ValueMismatch,59100,59101,E,59099,F
ValueMismatch,59100,59101,10.5,59099,32.1
ValueMismatch,59200,59201,C,59199,A
ValueMismatch,59200,59201,E,59199,F
ValueMismatch,59300,59301,C,59299,A
ValueMismatch,59300,59301,32.1,59299,10.5
ValueMismatch,59400,59401,A,59399,B
ValueMismatch,59400,59401,F,59399,G
